하차_정류장순번,하차_정류장명,하차_정류장ARS,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,107,108,109,110,All
84,중곡동종점,5137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,,6,3,2,,4,4,2,5,10,4,1,3,5,8,13,9,6,5,3,9,54,16,27,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,220
85,대원고교앞,5136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,3,1,1,,3,2,1,,1,3,1,2,2,2,7,7,1,1,2,,21,5,20,15,,3,,,1,,,,,,,,,,,,,,,,,,,,,,110
86,용암사입구,5135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,2,,,,,1,1,1,2,2,4,3,1,1,3,,2,,,2,12,4,13,12,2,3,,,,,,,,,,,,,,,,,,,,,,,,,76
87,용마산하늘채아파트,7210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,2,1,1,,3,2,,3,1,2,,1,1,1,2,,1,,3,7,4,15,33,6,10,4,3,2,,,,1,,,,,,,,,,,,,,,,,,112
88,용마산역,7208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,1,,,,,,,,3,2,2,2,,,1,6,3,8,45,10,8,6,3,7,,,,,,,,,,,,,,,,,,,,,,110
89,용마폭포공원,7206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,2,1,1,,3,1,2,3,,,2,,,2,6,,7,7,1,3,3,1,16,,,,,,,,,,,,,,,,,,,,,,65
90,면목동금호어울림아파트,7204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,,1,1,1,,,,,2,,1,3,1,,,,,1,4,2,8,9,2,3,4,,21,,2,,,,,,,,,,,,,,,,,,,,70
91,한양수자인사가정파크,7201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,1,1,1,2,1,4,5,4,,,,1,2,9,1,6,12,4,6,4,5,24,1,1,,,,,,,,,,,,,,,,,,,,98
92,면중초등학교,7199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,3,1,,,,,1,,1,,3,1,3,4,2,,4,1,,,7,4,14,9,3,3,4,5,26,3,2,1,2,,,,,,,,,,,,,,,,,,109
93,중화중학교.면목고등학교,7197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,1,,,1,,3,3,2,1,2,2,1,2,2,7,3,14,11,5,2,8,4,26,3,3,1,3,1,,,1,,,,,,,,,,,,,,115
94,중화중학교삼거리,7436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,3,6,4,3,5,,5,1,1,,4,15,2,23,10,8,2,6,7,23,3,4,7,3,,,,,,,,,,,,,,,,,,148
95,면목본동파출소,7314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,4,1,3,1,,1,,,,,4,4,4,9,2,3,1,2,1,3,,,3,2,2,1,,,,,,,,,,,,,,,55
96,동원시장,7312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,1,4,1,2,1,1,3,,3,,,1,8,1,9,4,1,2,3,2,13,2,3,4,9,3,3,,2,,,,,,,,,,,,,,89
97,망우3동주민센터.혜원여중고후문,7310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,1,1,,,,,,1,6,1,10,6,5,8,1,1,16,5,5,3,10,6,34,9,8,5,,,,,,,,,,,,,148
98,상봉터미널,7308,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,1,3,3,4,4,,1,6,,2,1,14,1,32,38,16,16,10,7,12,10,12,12,35,21,53,32,28,21,3,,,,,,,,,,,,402
99,망우역,7134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,1,4,2,2,1,,,,2,5,6,19,27,12,15,9,5,14,6,5,14,13,12,24,17,28,30,5,,,,,,,,,,,,281
100,국민은행망우동지점,7131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,1,1,,,2,,,1,5,3,20,8,4,6,3,4,9,4,3,7,8,5,4,5,18,12,11,,8,,,,,,,,,,155
101,성원아파트경남아너스빌앞,7272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,1,4,3,3,,2,1,,,4,3,17,7,3,7,6,2,13,6,3,4,9,9,8,11,18,23,20,3,40,1,,,,,,,,,235
102,중랑구청사거리,7274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,3,1,,1,2,1,1,,2,1,17,6,4,5,1,2,14,6,4,7,5,5,9,11,15,20,13,6,45,2,,,,,,,,,211
103,신내동성3차아파트,7275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,2,,,2,,,1,,,,1,,6,5,2,3,2,3,2,2,,1,1,,9,3,8,3,9,7,24,4,5,,,,,,,,107
104,신내동성1.2차아파트,7276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,1,1,7,7,2,6,1,3,5,2,2,1,5,7,6,6,12,10,11,8,44,11,17,5,2,,,,,,185
105,신내9단지아파트.서울의료원,7280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,1,4,1,4,5,2,2,3,2,2,,,5,6,1,8,3,10,15,6,4,29,19,15,5,22,26,,,,,203
106,봉화산역2번출구,7296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,3,,5,1,3,,,1,3,6,5,1,2,3,13,10,4,11,10,16,30,52,55,43,82,70,,,,,432
107,신내6단지,7286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,1,,,,2,3,,2,,,2,,7,1,2,,3,2,4,3,1,2,8,6,1,5,,4,,,,,62
108,신내7단지아파트홈플러스,7281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,1,,,,6
109,중랑소방서,7354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,4
110,서울의료원후문,7432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,8
111,신내데시앙아파트후문,7434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,1,,,1,1,,,,,,,,6
112,중랑공영차고지,7337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,2,1,3,10
113,중랑공영차고지.신내역,7550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,5,1,,,,,,,,,,,,,,,,,,,,,,1,2,,,11
All,,,13,27,29,2,11,36,549,113,76,70,164,89,130,118,243,122,100,118,269,120,72,54,34,70,58,103,161,187,303,140,104,110,61,125,46,53,196,97,219,118,105,200,392,74,61,83,66,73,58,34,103,54,37,64,33,68,164,83,62,293,152,121,30,117,175,173,95,341,123,141,150,177,245,259,164,136,31,30,59,351,112,371,315,101,118,80,64,252,62,62,69,117,75,178,110,157,156,90,46,229,96,94,58,106,100,4,4,1,3,13117
